                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.76053,                0.50681,                 1.0364,                 0.6666,                0.54327,                0.57565,                0.30873,                 1.7876,                 1.8617,                 2.0813,              0.0007688,              0.0007688,              0.0007688
                    143,                0.74635,                0.49682,                 1.0252,                0.63655,                0.55117,                0.59439,                 0.3145,                  1.831,                 1.8868,                 2.1052,             0.00076409,             0.00076409,             0.00076409
                    144,                0.74433,                0.49078,                 1.0279,                0.69837,                0.54227,                0.58624,                0.30668,                 1.8265,                 2.0088,                 2.0198,             0.00075937,             0.00075937,             0.00075937
                    145,                0.75214,                0.49364,                 1.0216,                0.64301,                0.58089,                0.55944,                0.29136,                 1.8972,                 1.8873,                 2.1875,             0.00075465,             0.00075465,             0.00075465
                    146,                  0.741,                0.49308,                 1.0109,                0.66616,                 0.5098,                0.56116,                0.29124,                 1.9292,                 1.8138,                 2.2338,             0.00074994,             0.00074994,             0.00074994
                    147,                0.74247,                0.49601,                 1.0289,                0.67148,                0.56258,                0.58358,                0.30557,                 1.7939,                 1.7492,                  2.103,             0.00074522,             0.00074522,             0.00074522
                    148,                0.74834,                0.50934,                 1.0244,                0.67064,                0.51548,                0.57774,                0.29585,                 1.8908,                  1.788,                 2.1001,             0.00074051,             0.00074051,             0.00074051
                    149,                0.74236,                0.50219,                 1.0267,                0.59502,                 0.5929,                0.57599,                0.30502,                 1.7993,                 1.7379,                 2.0156,             0.00073579,             0.00073579,             0.00073579
                    150,                0.72968,                0.49246,                 1.0275,                0.58221,                0.57708,                0.54932,                0.29036,                  1.881,                 1.8815,                 2.0957,             0.00073108,             0.00073108,             0.00073108
                    151,                0.72712,                0.49004,                 1.0169,                0.67609,                0.59536,                0.58657,                0.30282,                 1.8822,                 1.7496,                 2.1449,             0.00072636,             0.00072636,             0.00072636
                    152,                0.72143,                0.48064,                 1.0258,                0.62827,                0.46909,                0.52352,                 0.2779,                  1.851,                 1.9264,                  2.067,             0.00072164,             0.00072164,             0.00072164
                    153,                0.73042,                0.48146,                 1.0106,                0.69829,                0.52772,                0.56593,                0.30245,                 1.8681,                 2.0151,                 2.0771,             0.00071693,             0.00071693,             0.00071693
                    154,                0.72729,                0.48694,                 1.0227,                0.64615,                0.55449,                0.59183,                 0.3274,                 1.8327,                 2.0301,                 2.0195,             0.00071221,             0.00071221,             0.00071221
                    155,                0.70511,                0.47432,                 1.0125,                0.65208,                0.48908,                0.54795,                0.30683,                  1.877,                 2.0184,                 2.1364,              0.0007075,              0.0007075,              0.0007075
                    156,                 0.7171,                0.47188,                 1.0089,                0.54296,                0.59476,                0.54378,                0.28855,                 1.9298,                 1.7895,                 2.1297,             0.00070278,             0.00070278,             0.00070278
                    157,                0.71658,                0.48097,                  1.016,                 0.5975,                 0.5618,                0.56608,                0.30107,                 1.8655,                 1.9366,                 2.1205,             0.00069807,             0.00069807,             0.00069807
                    158,                0.70177,                0.46558,                 1.0053,                0.62111,                0.52554,                 0.5732,                0.32303,                 1.8138,                 2.1052,                 2.0298,             0.00069335,             0.00069335,             0.00069335
                    159,                0.71049,                0.47519,                0.99835,                0.62894,                0.47285,                0.53053,                0.28973,                 1.9774,                 2.1009,                 2.1908,             0.00068864,             0.00068864,             0.00068864
                    160,                0.71535,                0.47197,                 1.0057,                0.52444,                 0.5899,                0.54748,                0.29322,                 1.9139,                  1.753,                 2.1112,             0.00068392,             0.00068392,             0.00068392
                    161,                0.70019,                0.47403,                 1.0063,                0.68047,                0.48974,                0.56096,                0.29806,                 1.9304,                 1.8198,                 2.1565,              0.0006792,              0.0006792,              0.0006792
                    162,                0.68877,                0.46398,                0.99513,                 0.6882,                0.49033,                 0.5559,                0.29445,                 1.9087,                 1.9388,                 2.0844,             0.00067449,             0.00067449,             0.00067449
                    163,                0.70534,                0.47077,                 1.0096,                0.60408,                0.55312,                0.55332,                0.29351,                 1.8115,                 1.8811,                 1.9788,             0.00066977,             0.00066977,             0.00066977
                    164,                0.71165,                0.48261,                 1.0151,                0.58109,                0.57577,                0.59148,                0.30434,                 1.8332,                 1.7778,                 2.0511,             0.00066506,             0.00066506,             0.00066506
                    165,                0.70725,                0.47094,                 1.0058,                0.67024,                0.50964,                0.54255,                0.28986,                 1.8474,                 1.9027,                 2.0619,             0.00066034,             0.00066034,             0.00066034
                    166,                0.69601,                0.45583,                 1.0032,                0.70454,                0.44735,                0.56774,                0.29818,                 1.8673,                 1.9959,                   2.08,             0.00065563,             0.00065563,             0.00065563
                    167,                 0.7039,                0.46284,                 1.0107,                0.65731,                 0.5303,                0.54686,                0.29762,                 1.8248,                 1.9432,                 2.0642,             0.00065091,             0.00065091,             0.00065091
                    168,                0.71046,                0.47237,                 1.0054,                0.60577,                0.53027,                0.56068,                0.31116,                  1.868,                 1.8786,                 2.0888,             0.00064619,             0.00064619,             0.00064619
                    169,                0.69905,                0.46162,                 1.0074,                0.59348,                0.50985,                0.54633,                0.28672,                 1.9805,                 1.9332,                 2.1929,             0.00064148,             0.00064148,             0.00064148
                    170,                 0.6678,                0.45321,                0.99068,                0.58034,                0.58069,                0.58147,                 0.3282,                 1.8433,                 1.7848,                 2.0981,             0.00063676,             0.00063676,             0.00063676
                    171,                0.68411,                0.45174,                0.99749,                0.57189,                0.57805,                0.56793,                0.30126,                 1.8862,                 1.9122,                 2.1023,             0.00063205,             0.00063205,             0.00063205
                    172,                0.69644,                0.44682,                 1.0048,                0.64286,                0.55214,                0.57036,                0.29876,                 1.8618,                 1.8489,                 2.0503,             0.00062733,             0.00062733,             0.00062733
                    173,                0.67409,                0.46085,                  1.002,                0.63843,                0.60133,                0.60653,                0.32118,                 1.8303,                 1.6534,                 2.1185,             0.00062262,             0.00062262,             0.00062262
                    174,                0.66299,                0.45267,                0.99009,                0.61145,                0.58853,                0.59254,                0.29818,                 1.8863,                 1.8123,                 2.1231,              0.0006179,              0.0006179,              0.0006179
                    175,                0.68081,                0.45726,                0.99986,                0.63159,                0.52028,                0.55597,                0.28469,                 1.8855,                  1.897,                 2.1665,             0.00061318,             0.00061318,             0.00061318
                    176,                0.68241,                0.46233,                 1.0086,                0.61846,                 0.5628,                0.58388,                 0.3082,                 1.8911,                 1.7926,                 2.1283,             0.00060847,             0.00060847,             0.00060847
                    177,                0.66658,                 0.4425,                0.99264,                0.56557,                0.61969,                0.57242,                0.29214,                 1.8363,                 1.7437,                 2.0842,             0.00060375,             0.00060375,             0.00060375
                    178,                 0.6873,                0.45223,                 1.0047,                0.65016,                0.55685,                0.60174,                0.32537,                 1.8494,                 1.8151,                 2.1533,             0.00059904,             0.00059904,             0.00059904
                    179,                0.66197,                0.44507,                 0.9933,                0.65477,                0.54298,                0.57641,                0.32361,                 1.7704,                 1.9139,                 2.0435,             0.00059432,             0.00059432,             0.00059432
                    180,                0.67124,                0.44684,                0.98804,                0.56511,                0.54144,                0.55555,                0.30104,                 1.8113,                 1.9333,                 2.0053,             0.00058961,             0.00058961,             0.00058961
                    181,                0.65636,                0.44307,                0.98237,                0.71027,                0.50995,                0.60944,                0.31869,                 1.7867,                 1.8367,                 2.0828,             0.00058489,             0.00058489,             0.00058489
                    182,                0.66654,                0.44763,                0.99614,                0.68354,                0.56763,                0.61762,                0.32144,                 1.8259,                 1.8414,                 2.1244,             0.00058017,             0.00058017,             0.00058017
                    183,                0.67661,                 0.4477,                0.99393,                0.71481,                0.52496,                0.59099,                0.31727,                  1.891,                 2.0702,                 2.1654,             0.00057546,             0.00057546,             0.00057546
                    184,                0.67975,                 0.4562,                0.99351,                0.63033,                0.55855,                0.56385,                0.30777,                 1.8829,                 2.0127,                   2.13,             0.00057074,             0.00057074,             0.00057074
                    185,                0.65073,                0.43604,                 0.9771,                0.64782,                 0.5744,                0.58481,                0.31485,                 1.8256,                 1.8806,                 2.0692,             0.00056603,             0.00056603,             0.00056603
                    186,                0.63228,                0.41961,                0.97918,                0.74691,                0.50194,                0.59466,                0.31937,                 1.7854,                 1.9356,                 2.0224,             0.00056131,             0.00056131,             0.00056131
                    187,                0.65485,                0.43537,                0.98177,                  0.715,                0.56045,                0.61316,                0.33622,                 1.8002,                 1.8283,                 2.1539,              0.0005566,              0.0005566,              0.0005566
                    188,                0.65519,                 0.4326,                0.99227,                0.65647,                0.53341,                0.58388,                0.31413,                 1.8269,                 2.0018,                 2.1109,             0.00055188,             0.00055188,             0.00055188
                    189,                0.65582,                0.44354,                0.97955,                0.65645,                0.55963,                0.60221,                0.32912,                 1.8168,                 1.8104,                 2.0754,             0.00054716,             0.00054716,             0.00054716
                    190,                0.63255,                0.41451,                0.96687,                0.64022,                0.57284,                0.58453,                0.30569,                 1.8363,                 2.0256,                 2.0582,             0.00054245,             0.00054245,             0.00054245
                    191,                0.65669,                0.44307,                0.98471,                0.66699,                0.54353,                0.58676,                0.31692,                 1.8664,                 1.9526,                 2.1811,             0.00053773,             0.00053773,             0.00053773
                    192,                0.61964,                0.41701,                0.97227,                0.60113,                0.57516,                0.58133,                 0.3236,                 1.8108,                 2.0835,                 2.0525,             0.00053302,             0.00053302,             0.00053302
                    193,                0.64088,                 0.4128,                0.96595,                0.64827,                0.57259,                 0.5965,                 0.3132,                 1.8367,                 1.9507,                 2.0422,              0.0005283,              0.0005283,              0.0005283
                    194,                0.64771,                0.42992,                0.97403,                0.66477,                0.54687,                0.58297,                 0.3126,                 1.8554,                  1.968,                 2.1694,             0.00052359,             0.00052359,             0.00052359
                    195,                0.62812,                0.42077,                0.97246,                0.60032,                0.54443,                0.55276,                0.30121,                 1.7805,                 2.2332,                 2.0919,             0.00051887,             0.00051887,             0.00051887
                    196,                0.61613,                0.41915,                0.96488,                 0.6207,                  0.537,                0.57015,                0.30177,                 1.8283,                   2.09,                 2.1518,             0.00051415,             0.00051415,             0.00051415
                    197,                0.63521,                0.42619,                0.97986,                0.74205,                0.54861,                0.59006,                0.31725,                 1.8523,                 2.1072,                 2.0969,             0.00050944,             0.00050944,             0.00050944
                    198,                0.63267,                0.43087,                0.97333,                0.72604,                0.57025,                0.60127,                0.32461,                 1.9252,                  1.867,                 2.2521,             0.00050472,             0.00050472,             0.00050472
                    199,                0.63074,                 0.4172,                0.96839,                0.64246,                 0.5789,                0.58402,                0.31142,                 1.8879,                 1.9211,                 2.2174,             0.00050001,             0.00050001,             0.00050001
                    200,                0.61095,                0.40411,                0.96265,                0.67594,                0.55546,                0.60475,                  0.321,                 1.8652,                 2.1569,                 2.1428,             0.00049529,             0.00049529,             0.00049529
                    201,                0.61967,                0.41562,                0.97209,                0.65681,                0.56146,                0.57649,                 0.3042,                  1.893,                   2.12,                  2.159,             0.00049058,             0.00049058,             0.00049058
                    202,                0.63257,                0.41281,                0.97257,                 0.6036,                0.59185,                0.58497,                0.31941,                 1.8927,                  1.772,                 2.2704,             0.00048586,             0.00048586,             0.00048586
                    203,                0.62338,                0.41174,                0.95983,                0.65899,                0.59029,                0.60102,                0.32611,                  1.914,                 1.8876,                 2.2289,             0.00048114,             0.00048114,             0.00048114
                    204,                 0.6159,                0.41295,                0.97345,                0.64262,                0.57758,                0.57123,                0.30644,                 1.8862,                 2.0927,                 2.1606,             0.00047643,             0.00047643,             0.00047643
                    205,                0.60691,                0.40769,                0.96861,                0.66851,                0.49705,                 0.5659,                0.30057,                 1.9281,                  2.083,                 2.2615,             0.00047171,             0.00047171,             0.00047171
                    206,                0.61304,                0.40772,                0.96617,                0.63889,                0.56454,                0.58615,                0.30124,                 1.9152,                 1.9674,                 2.2578,               0.000467,               0.000467,               0.000467
                    207,                0.60591,                0.40477,                0.96737,                0.62769,                0.57661,                0.57438,                0.30468,                 1.8681,                 1.9248,                  2.158,             0.00046228,             0.00046228,             0.00046228
                    208,                0.61674,                 0.4074,                0.96626,                0.66838,                0.56152,                0.58053,                0.31675,                 1.8268,                 1.8722,                 2.1186,             0.00045757,             0.00045757,             0.00045757
                    209,                0.61598,                0.41328,                0.97072,                0.67177,                0.55195,                0.58808,                0.31397,                 1.9127,                 1.9862,                 2.1955,             0.00045285,             0.00045285,             0.00045285
                    210,                0.60404,                 0.3994,                 0.9587,                0.66685,                0.55579,                0.58208,                0.30483,                 1.9891,                 2.0386,                 2.2554,             0.00044813,             0.00044813,             0.00044813
                    211,                0.60873,                 0.4077,                0.96758,                0.65475,                0.55299,                0.59604,                 0.3017,                 1.9994,                 1.9222,                 2.3058,             0.00044342,             0.00044342,             0.00044342
                    212,                0.60404,                0.39627,                0.95883,                0.70242,                0.54985,                0.58683,                0.31859,                 1.9099,                 1.8379,                 2.2511,              0.0004387,              0.0004387,              0.0004387
                    213,                0.59833,                0.39745,                0.96316,                0.71904,                0.54026,                0.57142,                0.29712,                 1.8639,                 1.9653,                 2.1878,             0.00043399,             0.00043399,             0.00043399
                    214,                0.60592,                0.40905,                0.96461,                0.65771,                0.54851,                0.57524,                0.31236,                 1.8633,                 2.0288,                 2.1288,             0.00042927,             0.00042927,             0.00042927
                    215,                 0.6019,                0.40536,                0.96014,                0.63122,                0.57568,                0.57973,                0.29996,                 1.9602,                 1.9566,                 2.2324,             0.00042456,             0.00042456,             0.00042456
                    216,                0.61487,                0.40494,                0.96607,                0.67942,                0.55802,                0.58876,                0.30984,                 1.9378,                 1.9072,                 2.2347,             0.00041984,             0.00041984,             0.00041984
                    217,                0.59819,                0.39668,                0.95716,                0.71093,                0.55365,                0.59776,                0.31541,                 1.9491,                  1.929,                 2.2396,             0.00041512,             0.00041512,             0.00041512
                    218,                0.59014,                0.40291,                0.95837,                0.74369,                0.54495,                 0.6098,                 0.3226,                 1.9059,                 1.8025,                 2.1923,             0.00041041,             0.00041041,             0.00041041
                    219,                0.58324,                 0.3975,                0.94815,                0.60849,                0.59887,                0.58797,                0.31706,                 1.8726,                 1.8766,                 2.1929,             0.00040569,             0.00040569,             0.00040569
                    220,                0.58982,                 0.4008,                 0.9508,                0.72966,                0.53183,                0.58755,                0.30912,                 1.9095,                 1.8774,                 2.1771,             0.00040098,             0.00040098,             0.00040098
                    221,                0.58586,                0.38801,                0.95679,                0.67838,                0.55773,                0.59633,                0.32476,                 1.9325,                 1.8644,                 2.1812,             0.00039626,             0.00039626,             0.00039626
                    222,                 0.5802,                0.39211,                0.95492,                0.69933,                0.54795,                0.60865,                0.32152,                  1.941,                 1.8245,                 2.2326,             0.00039155,             0.00039155,             0.00039155
                    223,                0.59323,                0.39856,                0.95984,                0.70685,                0.56235,                0.61527,                0.34279,                 1.9063,                 1.8688,                 2.2296,             0.00038683,             0.00038683,             0.00038683
                    224,                0.58184,                0.39257,                0.95578,                0.64916,                0.56204,                0.59783,                0.32904,                 1.8911,                 1.9915,                 2.1437,             0.00038211,             0.00038211,             0.00038211
                    225,                0.59154,                  0.391,                0.96622,                0.69485,                0.55934,                0.60087,                 0.3261,                 1.8817,                 1.8883,                 2.1953,              0.0003774,              0.0003774,              0.0003774
                    226,                0.58942,                0.39023,                0.95797,                 0.7101,                0.52759,                0.60101,                0.32012,                 1.8864,                  1.927,                  2.213,             0.00037268,             0.00037268,             0.00037268
                    227,                0.59239,                 0.3903,                0.95579,                0.67757,                0.52901,                0.58693,                 0.3118,                  1.897,                  2.024,                 2.1995,             0.00036797,             0.00036797,             0.00036797
                    228,                0.56788,                0.36939,                0.93863,                0.66656,                0.58602,                0.61421,                 0.3116,                 1.9426,                 1.7779,                  2.249,             0.00036325,             0.00036325,             0.00036325
                    229,                0.57084,                0.37466,                0.93882,                0.66592,                0.55217,                 0.5872,                0.31769,                 1.9148,                 1.8011,                 2.2732,             0.00035854,             0.00035854,             0.00035854
                    230,                 0.5871,                0.38943,                0.95562,                 0.6848,                 0.5388,                0.59277,                0.32453,                  1.902,                   1.93,                 2.2415,             0.00035382,             0.00035382,             0.00035382
                    231,                0.56365,                0.37416,                0.93913,                0.63305,                0.56773,                0.59396,                0.32667,                 1.9226,                 1.8745,                 2.2304,              0.0003491,              0.0003491,              0.0003491
                    232,                 0.5646,                0.37617,                0.94648,                0.65276,                0.57356,                0.59113,                0.32328,                 1.8901,                 1.7636,                 2.2039,             0.00034439,             0.00034439,             0.00034439
                    233,                0.56979,                0.37808,                0.94631,                 0.7139,                0.52478,                0.60263,                0.31995,                 1.9554,                 1.8977,                 2.2431,             0.00033967,             0.00033967,             0.00033967
                    234,                0.57224,                0.37753,                0.95025,                0.70237,                0.56269,                0.61752,                0.33383,                 1.8604,                 1.9046,                 2.1356,             0.00033496,             0.00033496,             0.00033496
                    235,                0.55971,                0.37088,                0.93866,                0.68765,                0.55448,                0.61928,                0.33208,                 1.9101,                 2.0223,                 2.1873,             0.00033024,             0.00033024,             0.00033024
                    236,                0.56032,                0.36891,                0.93905,                0.64702,                0.55444,                0.58556,                0.31847,                 1.8892,                 2.0684,                 2.1867,             0.00032553,             0.00032553,             0.00032553
                    237,                0.57017,                0.37426,                0.95148,                 0.6807,                0.54274,                0.59047,                0.32065,                 1.8787,                 1.9841,                 2.2325,             0.00032081,             0.00032081,             0.00032081
                    238,                0.57043,                0.37921,                0.94532,                0.66462,                0.55934,                0.58833,                0.31502,                 1.9294,                 2.0578,                 2.2653,             0.00031609,             0.00031609,             0.00031609
                    239,                0.54196,                0.35785,                0.93945,                0.73502,                0.54885,                0.62029,                0.32239,                  1.958,                 1.8766,                 2.3338,             0.00031138,             0.00031138,             0.00031138
                    240,                0.56124,                0.37112,                0.93956,                0.68864,                0.58169,                0.61566,                0.31887,                 1.9159,                 1.8965,                 2.3029,             0.00030666,             0.00030666,             0.00030666
                    241,                0.54449,                0.36017,                0.93432,                0.68689,                0.55844,                0.60284,                0.31228,                 1.9542,                 2.0009,                 2.3018,             0.00030195,             0.00030195,             0.00030195
                    242,                0.54962,                0.35915,                0.94187,                0.68169,                0.53731,                0.58779,                0.31242,                 1.9774,                 1.9345,                 2.2743,             0.00029723,             0.00029723,             0.00029723
                    243,                0.55787,                0.36853,                 0.9436,                0.66078,                0.56971,                0.60038,                0.32677,                 1.8849,                 1.8999,                 2.1908,             0.00029252,             0.00029252,             0.00029252
                    244,                0.54611,                0.35854,                0.93633,                0.68634,                0.57848,                0.61959,                0.33122,                 1.8755,                 1.7285,                 2.1923,              0.0002878,              0.0002878,              0.0002878
                    245,                0.55363,                0.36985,                0.94609,                0.74727,                0.55519,                0.61432,                0.32682,                 1.9286,                 1.7232,                 2.2309,             0.00028308,             0.00028308,             0.00028308
                    246,                0.55773,                0.36739,                0.94335,                0.72112,                 0.5704,                0.61257,                0.31766,                 1.9041,                 1.7598,                 2.1875,             0.00027837,             0.00027837,             0.00027837
                    247,                0.55652,                0.36915,                0.94067,                0.72696,                0.57599,                 0.6243,                0.33686,                 1.8564,                 1.8874,                 2.1779,             0.00027365,             0.00027365,             0.00027365
                    248,                 0.5378,                0.35792,                0.93027,                0.67433,                0.57188,                0.61285,                0.33008,                 1.8742,                 1.9215,                 2.1775,             0.00026894,             0.00026894,             0.00026894
                    249,                0.55247,                 0.3605,                0.93403,                0.72292,                0.52613,                0.59147,                0.32689,                 1.8935,                 1.8995,                 2.2112,             0.00026422,             0.00026422,             0.00026422
                    250,                0.54075,                0.35976,                0.93695,                0.71785,                0.57933,                0.60689,                0.32326,                 1.9058,                 1.8763,                 2.1948,             0.00025951,             0.00025951,             0.00025951
                    251,                0.54421,                 0.3617,                0.93375,                0.71165,                0.57056,                0.61505,                0.33232,                 1.8747,                 1.7453,                  2.112,             0.00025479,             0.00025479,             0.00025479
                    252,                0.53817,                 0.3586,                0.93906,                0.64626,                0.57108,                0.59553,                 0.3179,                 1.9433,                 1.8205,                 2.1478,             0.00025007,             0.00025007,             0.00025007
                    253,                0.52717,                0.34933,                0.92419,                0.68954,                0.55122,                0.59082,                0.33185,                 1.8854,                 1.7623,                 2.1142,             0.00024536,             0.00024536,             0.00024536
                    254,                 0.5389,                0.35827,                0.94087,                0.71065,                0.52751,                0.59783,                0.33685,                 1.8638,                 1.8389,                 2.1067,             0.00024064,             0.00024064,             0.00024064
                    255,                0.54797,                0.35771,                0.94045,                0.70054,                0.55331,                0.60437,                0.33747,                 1.8532,                 1.8615,                 2.1311,             0.00023593,             0.00023593,             0.00023593
                    256,                0.53591,                0.35584,                0.93639,                0.65171,                0.59431,                0.59571,                0.32622,                 1.8922,                 1.8507,                 2.1927,             0.00023121,             0.00023121,             0.00023121
                    257,                0.52066,                0.34523,                0.93021,                 0.6966,                0.56526,                 0.5904,                0.32798,                 1.9018,                 1.8633,                 2.2121,              0.0002265,              0.0002265,              0.0002265
                    258,                0.52282,                 0.3511,                0.93257,                0.68521,                0.54332,                0.59306,                0.33261,                 1.8973,                 1.9397,                 2.2147,             0.00022178,             0.00022178,             0.00022178
                    259,                 0.5268,                0.35676,                0.93032,                0.68992,                0.56045,                0.60158,                0.32825,                 1.8865,                 1.9442,                 2.1731,             0.00021707,             0.00021707,             0.00021707
                    260,                 0.5175,                0.34682,                0.92726,                0.71024,                0.56957,                0.61284,                0.34302,                 1.8999,                 1.8518,                 2.2304,             0.00021235,             0.00021235,             0.00021235
                    261,                0.53675,                0.35608,                0.93299,                0.64851,                0.59498,                0.60282,                0.33606,                 1.9022,                 1.7403,                 2.2385,             0.00020763,             0.00020763,             0.00020763
                    262,                0.51358,                0.33762,                0.91452,                0.66252,                0.57618,                0.59852,                 0.3356,                 1.8709,                 1.7936,                 2.1705,             0.00020292,             0.00020292,             0.00020292
                    263,                0.51864,                0.33921,                0.92431,                 0.6456,                0.57487,                0.59605,                0.33551,                 1.9008,                 1.7457,                 2.1757,              0.0001982,              0.0001982,              0.0001982
                    264,                0.51419,                0.35099,                0.92782,                0.64633,                 0.5747,                0.59719,                0.33644,                 1.8721,                 1.7577,                 2.1688,             0.00019349,             0.00019349,             0.00019349
                    265,                0.51591,                0.34123,                0.93392,                0.64734,                0.58856,                0.59983,                0.33262,                 1.9099,                 1.8677,                 2.2086,             0.00018877,             0.00018877,             0.00018877
                    266,                0.51115,                0.34312,                0.92043,                0.67164,                 0.5815,                0.60335,                0.32731,                   1.92,                 1.8846,                 2.2397,             0.00018406,             0.00018406,             0.00018406
                    267,                0.50363,                0.34043,                0.92215,                0.68033,                0.59354,                0.61504,                0.33728,                 1.9073,                  1.794,                 2.2424,             0.00017934,             0.00017934,             0.00017934
                    268,                0.50193,                0.34346,                0.91657,                0.67337,                0.58867,                0.60429,                0.33056,                 1.9078,                 1.8081,                 2.2491,             0.00017462,             0.00017462,             0.00017462
                    269,                0.51149,                0.33938,                0.92284,                0.67451,                0.57207,                0.60953,                 0.3386,                  1.886,                  1.936,                 2.1965,             0.00016991,             0.00016991,             0.00016991
                    270,                0.50168,                0.33898,                0.91839,                0.69812,                0.56475,                 0.5999,                 0.3331,                 1.8894,                 1.9628,                 2.1979,             0.00016519,             0.00016519,             0.00016519
                    271,                0.50523,                0.33992,                0.92214,                0.69168,                0.55271,                0.59572,                0.32092,                 1.9324,                 1.9749,                  2.222,             0.00016048,             0.00016048,             0.00016048
                    272,                0.49506,                0.33894,                0.92186,                0.66232,                0.57763,                0.61128,                0.33533,                 1.9325,                 1.9803,                 2.2302,             0.00015576,             0.00015576,             0.00015576
                    273,                0.51256,                0.33919,                  0.928,                0.66691,                0.57973,                0.61948,                0.33601,                 1.9563,                 1.8452,                 2.2811,             0.00015105,             0.00015105,             0.00015105
